Date,Close,chg(close),Low,chg(low),High,chg(high)
12/20/2023 23:58:00,79.42,0.05,79.11,1.57,80.62,0.85
12/21/2023 23:58:00,78.79,-0.63,77.76,-1.35,79.59,-1.03
12/22/2023 23:58:00,78.33,-0.46,78.24,0.48,79.6,0.01
12/26/2023 23:58:00,80.23,1.9,78.22,-0.02,80.7,1.1
12/27/2023 23:58:00,79.09,-1.14,78.91,0.69,80.21,-0.49
12/28/2023 23:58:00,76.82,-2.27,76.8,-2.11,79.34,-0.87
12/29/2023 23:58:00,76.64,-0.18,76.44,-0.36,77.48,-1.86
01/02/2024 23:58,75.89,-0.75,75.6,-0.84,79.04,1.56
01/03/2024 23:58,78.25,2.36,74.79,-0.81,78.67,-0.37
01/04/2024 23:58,77.59,-0.66,76.5,1.71,79.4,0.73
01/05/2024 23:58,78.14,0.55,77.14,0.64,78.5,-0.9
01/08/2024 23:58,75.6,-2.54,74.95,-2.19,77.47,-1.03
01/09/2024 23:58,76.81,1.21,75.41,0.46,77.34,-0.13
01/10/2024 23:58,75.89,-0.92,75.73,0.32,77.71,0.37
